2.0671230000e+01,1.8838250000e+01,1.7596440000e+01,1.7056300000e+01,1.6691450000e+01,2.1887500000e+01,2.0038290000e+01,1.8891160000e+01,1.8389290000e+01,1.7925140000e+01,0
2.0916840000e+01,1.8992290000e+01,1.8220080000e+01,1.7899410000e+01,1.7745840000e+01,2.0888360000e+01,1.8959710000e+01,1.8198960000e+01,1.7876710000e+01,1.7718400000e+01,1
2.1505900000e+01,2.0848830000e+01,2.0984290000e+01,2.0748080000e+01,2.0516650000e+01,2.2007040000e+01,2.0914960000e+01,2.1002880000e+01,2.0784660000e+01,2.0557680000e+01,1
2.5898910000e+01,2.1620660000e+01,2.0010310000e+01,1.8168320000e+01,1.7191190000e+01,2.5907550000e+01,2.1612950000e+01,2.0013370000e+01,1.8165400000e+01,1.7189370000e+01,1
2.1112480000e+01,2.1120270000e+01,2.0874390000e+01,2.0721230000e+01,2.0151340000e+01,2.2777020000e+01,2.1172670000e+01,2.0863770000e+01,2.0738310000e+01,2.0545900000e+01,1
1.9009590000e+01,1.7971960000e+01,1.7309180000e+01,1.6937490000e+01,1.6762010000e+01,2.0742550000e+01,1.9497360000e+01,1.8921870000e+01,1.8510130000e+01,1.8198670000e+01,0
2.0402110000e+01,1.8571910000e+01,1.7820380000e+01,1.7534650000e+01,1.7371070000e+01,2.0369800000e+01,1.8568770000e+01,1.7823100000e+01,1.7531990000e+01,1.7363190000e+01,1
1.9147290000e+01,1.6859750000e+01,1.5931660000e+01,1.5583690000e+01,1.5376840000e+01,1.9149200000e+01,1.6838420000e+01,1.5945970000e+01,1.5577640000e+01,1.5383780000e+01,1
2.0231740000e+01,2.1970380000e+01,2.0865910000e+01,1.9794620000e+01,1.8755200000e+01,2.4574240000e+01,2.2930140000e+01,2.1793240000e+01,2.0859580000e+01,1.9994420000e+01,0
1.8693410000e+01,1.7781880000e+01,1.7434370000e+01,1.7302140000e+01,1.7258240000e+01,1.8684400000e+01,1.7811700000e+01,1.7430210000e+01,1.7287220000e+01,1.7261430000e+01,1
2.0107950000e+01,1.8377420000e+01,1.7603100000e+01,1.7163790000e+01,1.6832590000e+01,2.1342380000e+01,1.9835050000e+01,1.9005500000e+01,1.8600930000e+01,1.8258300000e+01,0
2.2025290000e+01,2.1710180000e+01,2.1605070000e+01,2.1510450000e+01,2.1614050000e+01,2.2240790000e+01,2.1717880000e+01,2.1626690000e+01,2.1563090000e+01,2.1812730000e+01,1
2.2108140000e+01,2.0785220000e+01,1.9401410000e+01,1.8593070000e+01,1.8249470000e+01,2.4311250000e+01,2.1940110000e+01,2.0583890000e+01,1.9757730000e+01,1.9236230000e+01,0
1.8769530000e+01,1.7811950000e+01,1.7512290000e+01,1.7372990000e+01,1.7362490000e+01,1.8772560000e+01,1.7819320000e+01,1.7544800000e+01,1.7404520000e+01,1.7360570000e+01,1
2.1776060000e+01,2.1919740000e+01,2.0836900000e+01,2.0357690000e+01,2.0259570000e+01,2.1696350000e+01,2.2079200000e+01,2.0872250000e+01,2.0508000000e+01,2.0343720000e+01,1
